hour,plug,value
38,11,3509.2539999999999
39,0,5294.3180000000002
39,1,730.25
39,2,28900.601999999999
39,3,51658.894999999997
39,4,8265.3860000000004
39,5,231487.318
39,6,179130.23499999999
39,7,11191.334000000001
39,8,13804.365
39,9,6379.7790000000005
39,11,4032.194
40,0,1025.338
40,1,1368.6400000000001
40,2,9654.5049999999992
40,3,17858.455000000002
40,4,29666.577000000001
40,5,190910.821
40,6,148381.239
40,7,9860.1589999999997
40,8,30000.295999999998
40,9,9599.0480000000007
40,11,11785.724
41,0,5920.2219999999998
41,1,10496.397999999999
41,2,235.37899999999999
41,3,8714.8629999999994
41,4,5553.6660000000002
41,5,23622.867999999999
41,6,5104.4179999999997
41,7,24968.718000000001
41,8,27431.920999999998
41,9,15539.771000000001
41,11,3403.8069999999998
42,0,6449.7910000000002
42,1,2385.4459999999999
42,2,10956.548000000001
42,3,7761.5410000000002
42,4,34638.455999999998
42,5,210032.76699999999
42,6,163808.64000000001
42,7,19960.860000000001
42,8,35967.976000000002
42,9,16031.562
42,11,1775.0
43,0,11672.33
43,1,34722.254999999997
43,2,4725.1009999999997
43,3,26154.516
43,4,32100.192999999999
43,5,219479.815
43,6,169827.016
43,7,21255.191999999999
43,8,28243.562000000002
43,9,7796.6319999999996
43,11,12453.115
44,0,1329.173
44,1,22068.400000000001
44,2,2186.8429999999998
44,3,10134.315000000001
44,4,50545.747000000003
44,5,220481.42499999999
44,6,170547.785
44,7,6297.46
44,8,18395.883999999998
44,9,19139.921999999999
44,11,2101.192
45,0,83606.937999999995
45,1,11542.468000000001
45,2,11542.436
45,3,50464.947
45,4,9439.5400000000009
45,5,209471.41500000001
45,6,163391.94099999999
45,7,3318.1959999999999
45,8,32234.489000000001
45,9,25858.330000000002
45,11,20588.583999999999
46,0,3162.9670000000001
46,1,13133.664000000001
46,2,5397.1620000000003
46,3,29668.092000000001
46,4,6342.6959999999999
46,5,201830.405
46,6,156913.90100000001
46,7,12044.450000000001
46,8,10258.752
46,9,103491.431
46,11,48133.383000000002
47,0,21083.333999999999
47,1,3894.7260000000001
47,2,10357.124
47,3,5200.2179999999998
47,4,10827.227999999999
47,5,197186.08300000001
47,6,153952.48499999999
47,7,24568.248
47,8,43190.086000000003
47,9,37451.190999999999
47,11,38082.968999999997
48,0,16585.905999999999
48,1,28356.079000000002
48,2,13725.459999999999
48,3,50683.273000000001
48,4,23452.18
48,5,17794.901999999998
48,6,7476.0360000000001
48,7,38713.076999999997
48,8,2197.1030000000001
48,9,6155.3320000000003
48,11,9662.2569999999996
49,0,6435.4669999999996
49,1,415.11200000000002
49,2,3412.116
49,3,3955.433
49,4,11818.909
49,5,3690.3449999999998
49,6,13440.791999999999
49,7,4734.2200000000003
49,8,15090.207
49,9,4461.0680000000002
49,11,23844.291000000001
50,0,61.301000000000002
50,1,10695.584000000001
50,2,14947.656000000001
50,3,4045.636
50,4,1282.7329999999999
50,5,5003.4960000000001
50,6,18098.002
50,7,25987.351999999999
50,8,13928.848
50,9,3140.6219999999998
50,11,1364.3430000000001
51,0,21526.549999999999
51,1,30013.777999999998
51,2,3738.2170000000001
51,3,4052.0309999999999
51,4,311.63999999999999
51,5,6660.0640000000003
51,6,3144.1570000000002
51,7,2081.855
51,8,855.03300000000002
51,9,15775.521000000001
51,11,8884.7649999999994
52,0,24830.526000000002
52,1,601.35500000000002
52,2,7281.0320000000002
52,3,6123.4499999999998
52,4,23898.705000000002
52,5,537.673
52,6,16060.384
52,7,5455.5959999999995
52,8,10841.805
52,9,862.303
52,11,1916.2560000000001
53,0,19522.84
53,1,6668.8209999999999
53,2,3010.02
53,3,5592.3890000000001
53,4,790.49099999999999
53,5,7872.1660000000002
53,6,2934.366
53,7,30884.178
53,8,7514.2129999999997
53,9,531.43899999999996
53,11,14592.91
54,0,2800.8200000000002
54,1,9710.2530000000006
54,2,17250.203000000001
54,3,7150.1800000000003
54,4,2221.6129999999998
54,5,8392.473
54,6,10618.9
54,7,2420.7330000000002
54,8,20292.665000000001
54,9,819.61000000000001
54,11,17967.133999999998
55,0,37267.889999999999
55,1,1851.6659999999999
55,2,8430.1939999999995
55,3,1217.579
55,4,2810.817
55,5,17168.827000000001
55,6,3829.402
55,7,16225.368
55,8,788.69899999999996
55,9,3670.9250000000002
55,11,6531.5069999999996
56,0,4685.7510000000002
56,1,5483.8649999999998
56,2,9860.7919999999995
56,3,1460.7729999999999
56,4,3030.279
56,5,4890.2929999999997
56,6,6996.0600000000004
56,7,29372.032999999999
56,8,11404.392
56,9,15049.83
56,11,7717.9350000000004
57,0,11670.242
57,1,23102.566999999999
57,2,41780.800000000003
57,3,31178.594000000001
57,4,3323.2979999999998
57,5,141627.92800000001
57,6,109962.01300000001
57,7,5433.1809999999996
57,8,22717.934000000001
57,9,6033.3860000000004
57,11,4165.1220000000003
58,0,19250.599999999999
58,1,3614.471
58,2,22203.824000000001
58,3,45303.870999999999
58,4,9942.9549999999999
58,5,223473.65700000001
58,6,174168.266
58,7,18748.383999999998
58,8,14609.57
58,9,17426.876
58,11,16552.899000000001
59,0,4229.2629999999999
59,1,40962.705999999998
59,2,14952.639999999999
59,3,4415.2449999999999
59,4,20239.121999999999
59,5,228488.42600000001
59,6,177131.17499999999
59,7,12235.585999999999
59,8,6461.393
59,9,28577.795999999998
59,11,6284.0799999999999
60,0,10817.543
60,1,5893.1869999999999
60,2,13194.769
60,3,37283.260999999999
60,4,956.24199999999996
60,5,225023.86300000001
60,6,174528.682
60,7,15532.779
60,8,9069.7129999999997
60,9,54301.203999999998
60,11,30213.574000000001
61,0,81282.979999999996
61,1,11525.615
61,2,1020.999
61,3,3457.0940000000001
61,4,834.69100000000003
61,5,205264.24600000001
61,6,159462.43599999999
61,7,15426.411
61,8,4594.6930000000002
61,9,6403.9359999999997
61,11,2714.136
62,0,16018.021000000001
62,1,3444.7190000000001
62,2,15021.743
62,3,53271.167999999998
62,4,19963.103999999999
62,5,204712.47200000001
62,6,158942.51800000001
62,7,15716.681
62,8,1498.867
62,9,14694.311
62,11,7352.6719999999996
63,0,31287.177
63,1,69522.097999999998
63,2,7680.1980000000003
63,3,3374.8319999999999
63,4,10181.812
63,5,209049.71900000001
63,6,161703.31700000001
63,7,15764.48
63,8,11398.085999999999
63,9,14980.204
63,11,16218.191999999999
64,0,20998.428
64,1,35621.152000000002
64,2,5776.9049999999997
64,3,17687.07
64,4,5565.5280000000002
64,5,209276.29300000001
64,6,162582.74299999999
64,7,22637.473000000002
64,8,14072.233
64,9,27348.352999999999
64,11,29748.753000000001
65,0,7529.4679999999998
65,1,11229.837
65,2,6154.6400000000003
65,3,12932.116
65,4,30607.155999999999
65,5,204724.916
65,6,159125.75700000001
65,7,22894.002
65,8,2507.4859999999999
65,9,1791.79
65,11,31608.493999999999
66,0,35600.148999999998
66,1,17233.797999999999
66,2,3368.5039999999999
66,3,4302.5240000000003
66,4,11066.588
66,5,212505.88200000001
66,6,165841.997
66,7,9881.4670000000006
66,8,24706.987000000001
66,9,3484.8380000000002
66,11,18333.210999999999
67,0,874.29200000000003
67,1,7685.4470000000001
67,2,25739.938999999998
67,3,4028.6959999999999
67,4,34891.855000000003
67,5,220558.00700000001
67,6,172060.83499999999
67,7,10939.816999999999
67,8,6229.8090000000002
67,9,54425.836000000003
67,11,5233.3379999999997
68,0,23160.387999999999
68,1,6964.491
68,2,118490.11
68,3,17469.27
68,4,15301.576999999999
68,5,220939.97500000001
68,6,171656.046
68,7,82411.694000000003
68,8,3607.268
68,9,4094.5169999999998
68,11,18488.444
69,0,67897.298999999999
69,1,31546.491999999998
69,2,6925.3010000000004
69,3,601.06200000000001
69,4,5358.8010000000004
69,5,207409.16800000001
69,6,160848.97500000001
69,7,21194.555
69,8,28602.088
69,9,16664.578000000001
69,11,81655.081000000006
70,0,1784.018
70,1,3170.3449999999998
70,2,85469.997000000003
70,3,23714.261999999999
70,4,35944.940999999999
70,5,231320.024
70,6,178892.82500000001
70,7,35940.171000000002
70,8,6006.9759999999997
70,9,5431.4380000000001
70,11,8310.4210000000003
71,0,2810.1190000000001
71,1,3718.6329999999998
71,2,27010.667000000001
71,3,43771.605000000003
71,4,2551.0740000000001
71,5,37896.220999999998
71,6,8534.3899999999994
71,7,14316.525
71,8,18693.409
71,9,69310.817999999999
71,11,20366.402999999998
72,0,66085.061000000002
72,1,483.822
72,2,22370.191999999999
72,3,11282.66
72,4,27652.823
72,5,23461.593000000001
72,6,409.61799999999999
72,7,98472.756999999998
72,8,10399.862999999999
72,9,22153.16
72,11,6486.0060000000003
73,0,2673.6840000000002
73,1,5369.259
73,2,9464.3709999999992
73,3,4666.1390000000001
73,4,9136.4159999999993
73,5,26744.330000000002
73,6,41994.241999999998
73,7,9848.4570000000003
73,8,22736.689999999999
73,9,9552.2720000000008
73,11,5141.7349999999997
74,0,4200.1599999999999
74,1,11661.236000000001
74,2,1735.74
74,3,3699.2829999999999
74,4,14872.993
74,5,11962.592000000001
74,6,13109.644
74,7,9866.7810000000009
74,8,401.95499999999998
74,9,7879.8559999999998
74,11,36044.315000000002
75,0,912.99400000000003
75,1,2231.2809999999999
75,2,6356.7309999999998
75,3,12988.183000000001
75,4,1754.875
75,5,19815.593000000001
75,6,8867.9459999999999
75,7,2127.8220000000001
75,8,30066.707999999999
75,9,12803.194
75,11,4191.6270000000004
76,0,2099.4000000000001
76,1,26533.323
76,2,4346.5349999999999
76,3,1426.03
76,4,1530.0640000000001
76,5,4447.4899999999998
76,6,26862.824000000001
76,7,18239.234
76,8,6960.8299999999999
76,9,3138.7919999999999
76,11,1402.556
77,0,595.83900000000006
77,1,15155.111999999999
77,2,22927.398000000001
77,3,13464.031000000001
77,4,3448.0230000000001
77,5,3460.8040000000001
77,6,16744.767
77,7,3563.2919999999999
77,8,17000.276000000002
77,9,2143.203
77,11,2165.7489999999998
78,0,4483.4979999999996
78,1,5180.3760000000002
78,2,4858.098
78,3,2995.4560000000001
78,4,4248.8549999999996
78,5,6809.9719999999998
78,6,2902.2199999999998
78,7,8823.9689999999991
78,8,4192.3419999999996
78,9,3252.79
78,11,53589.578999999998
79,0,9514.7360000000008
79,1,16019.139999999999
79,2,282.27199999999999
79,3,7433.0360000000001
79,4,21639.467000000001
79,5,3714.1170000000002
79,6,15738.304
79,7,4108.0100000000002
79,8,3476.7649999999999
79,9,15590.487999999999
79,11,8890.5239999999994
80,0,551.06899999999996
80,1,15212.714
80,2,20548.739000000001
80,3,12489.444
80,4,10661.075000000001
80,5,229.06100000000001
80,6,4998.6959999999999
80,7,65495.279000000002
80,8,9068.3400000000001
80,9,4346.0870000000004
80,11,6982.9279999999999
81,0,8404.9439999999995
81,1,1169.51
81,2,8702.7170000000006
81,3,1242.2080000000001
81,4,37132.061999999998
81,5,109397.47199999999
81,6,113781.47900000001
81,7,73730.346000000005
81,8,1434.097
81,9,282.22500000000002
81,11,1386.354
82,0,43657.82
82,1,4726.3519999999999
82,2,9999.2399999999998
82,3,1887.1880000000001
82,4,11.749000000000001
82,5,212600.14000000001
82,6,165209.33199999999
82,7,50782.917000000001
82,8,3003.5479999999998
82,9,67930.508000000002
82,11,1590.646
83,0,2172.9369999999999
83,1,83071.607999999993
83,2,11307.066000000001
83,3,11417.362999999999
83,4,6227.616
83,5,226471.538
83,6,175877.541
83,7,20969.539000000001
83,8,1930.9349999999999
83,9,8721.5120000000006
83,11,36936.597000000002
84,0,2946.5549999999998
84,1,8589.5580000000009
84,2,19385.382000000001
84,3,6877.4520000000002
84,4,4821.1840000000002
84,5,221047.416
84,6,171660.61900000001
84,7,39102.561999999998
84,8,60345.358999999997
84,9,37973.504000000001
84,11,3452.1619999999998
85,0,18286.599999999999
85,1,23374.326000000001
85,2,27423.203000000001
85,3,2871.5410000000002
85,4,833.00300000000004
85,5,206593.60800000001
85,6,161308.33100000001
85,7,9966.875
85,8,54107.131000000001
85,9,5206.4709999999995
85,11,32934.218999999997
86,0,11803.063
86,1,4970.7690000000002
86,2,8105.4179999999997
86,3,55493.889000000003
86,4,21080.174999999999
86,5,210888.79699999999
86,6,163826.28899999999
86,7,38503.400000000001
86,8,942.16700000000003
86,9,13734.788
86,11,27104.990000000002
87,0,637.92499999999995
87,1,32831.392999999996
87,2,13435.561
87,3,12205.299999999999
87,4,4771.951
87,5,207332.92199999999
87,6,161366.323
87,7,30775.983
87,8,27135.415000000001
87,9,580.08500000000004
87,11,5581.7240000000002
88,0,1026.412
88,1,7537.71
88,2,14153.433999999999
88,3,4872.6120000000001
88,4,609.68799999999999
88,5,728.27499999999998
88,6,22342.723000000002
88,7,16470.404999999999
88,8,4777.9319999999998
88,9,601.88599999999997
88,11,7652.4300000000003
89,0,34768.764000000003
89,1,22571.022000000001
89,2,24352.876
89,3,1118.693
89,4,9905.8880000000008
89,5,122396.02899999999
89,6,10848.348
89,7,25370.895
89,8,17426.518
89,9,18131.049999999999
89,11,40700.141000000003
90,0,9298.0079999999998
90,1,35236.678
90,2,5140.5330000000004
90,3,8902.7729999999992
90,4,22942.420999999998
90,5,211583.872
90,6,163594.51300000001
90,7,6184.2619999999997
90,8,5404.9160000000002
90,9,10399.861000000001
90,11,21274.601999999999
91,0,60285.877999999997
91,1,4954.6980000000003
91,2,19802.349999999999
91,3,18817.991000000002
91,4,20158.040000000001
91,5,203188.62899999999
91,6,157271.03099999999
91,7,1151.425
91,8,13671.984
91,9,25156.719000000001
91,11,4297.9639999999999
92,0,65545.633000000002
92,1,107086.959
92,2,10998.093000000001
92,3,34646.949999999997
92,4,4538.71
92,5,202358.247
92,6,157542.85000000001
92,7,5079.2399999999998
92,8,65885.244000000006
92,9,32364.778999999999
92,11,12022.277
93,0,152736.22899999999
93,1,49032.059999999998
93,2,26998.973000000002
93,3,2349.078
93,4,66664.777000000002
93,5,207831.69899999999
93,6,161694.82500000001
93,7,5806.201
93,8,53485.006999999998
93,9,16165.977999999999
93,11,39098.379000000001
94,0,43401.559999999998
94,1,73121.665999999997
94,2,30422.599999999999
94,3,428.00999999999999
94,4,112262.80499999999
94,5,213718.09700000001
94,6,166158.807
94,7,10903.775
94,8,3780.6190000000001
94,9,60715.334999999999
94,11,5711.0039999999999
95,0,7973.8670000000002
95,1,1098.056
95,2,6143.9759999999997
95,3,21071.460999999999
95,4,24331.383999999998
95,5,162833.139
95,6,126413.15399999999
95,7,18262.794999999998
95,8,58088.455000000002
95,9,29281.833999999999
95,11,21593.734
96,0,19376.942999999999
96,1,81.138000000000005
96,2,7024.8469999999998
96,3,29237.067999999999
96,4,53632.375999999997
96,5,15929.675999999999
96,6,23913.144
96,7,17036.625
96,8,10647.706
96,9,47569.677000000003
96,11,23043.010999999999
97,0,17079.464
97,1,5201.5720000000001
97,2,2179.4940000000001
97,3,15570.977999999999
97,4,23963.541000000001
97,5,29657.788
97,6,3546.337
97,7,3632.107
97,8,10574.303
97,9,724.25800000000004
97,11,14554.012000000001
98,0,2489.2710000000002
98,1,1975.6489999999999
98,2,7077.277
98,3,19900.599999999999
98,4,197.38800000000001
98,5,5689.8459999999995
98,6,15786.798000000001
98,7,29173.739000000001
98,8,355.97899999999998
98,9,6643.8500000000004
98,11,12261.15
99,0,17530.513999999999
99,1,366.48399999999998
99,2,13240.168
99,3,3338.0990000000002
99,4,11499.478999999999
99,5,3633.9070000000002
99,6,4928.6109999999999
99,7,19828.178
99,8,1095.8579999999999
99,9,8829.7360000000008
99,11,4165.6229999999996
100,0,1291.1890000000001
100,1,16449.914000000001
100,2,8504.5300000000007
100,3,7104.6980000000003
100,4,1173.722
100,5,2318.5430000000001
100,6,8274.6550000000007
100,7,1223.1900000000001
100,8,6612.9589999999998
100,9,21320.562000000002
100,11,15514.539000000001
101,0,23442.403999999999
101,1,789.28899999999999
101,2,1799.1700000000001
101,3,1285.336
101,4,9797.6769999999997
101,5,1906.1900000000001
101,6,5011.5529999999999
101,7,1256.1279999999999
101,8,11584.812
101,9,11757.16
101,11,19565.150000000001
102,0,3541.3000000000002
102,1,5137.8400000000001
102,2,19095.842000000001
102,3,744.58699999999999
102,4,1114.2629999999999
102,5,19834.825000000001
102,6,20294.723999999998
102,7,3363.5529999999999
102,8,2760.7570000000001
102,9,9528.0400000000009
102,11,3343.8919999999998
103,0,8372.9850000000006
103,1,10002.523999999999
103,2,4479.9430000000002
103,3,8674.5750000000007
103,4,13360.977999999999
103,5,1877.904
103,6,3509.7190000000001
103,7,20387.215
103,8,9654.4120000000003
103,9,5262.424
103,11,4312.5259999999998
104,0,3025.2449999999999
104,1,1350.03
104,2,17989.585999999999
104,3,3411.9340000000002
104,4,5841.2330000000002
104,5,388.97899999999998
104,6,6446.348
104,7,11469.656999999999
104,8,10562.031000000001
104,9,9202.5310000000009
104,11,20040.198
105,0,25568.886999999999
105,1,3879.0230000000001
105,2,9138.0949999999993
105,3,3217.7489999999998
105,4,2635.2979999999998
105,5,5201.2269999999999
105,6,31461.375
105,7,9710.0249999999996
105,8,11504.285
105,9,1129.472
105,11,48950.216
106,0,20805.021000000001
106,1,14502.853999999999
106,2,22448.165000000001
106,3,2833.3600000000001
106,4,6461.2470000000003
106,5,675.34400000000005
106,6,784.85599999999999
106,7,9642.4470000000001
106,8,8760.6219999999994
106,9,16444.928
106,11,40711.930999999997
107,0,3338.5140000000001
107,1,12604.234
107,2,19921.011999999999
107,3,3655.4430000000002
107,4,2764.5230000000001
107,5,56038.481
107,6,7176.0500000000002
107,7,5562.3789999999999
107,8,620.673
107,9,3632.7539999999999
107,11,8952.4110000000001
108,0,286.54599999999999
108,1,8429.9230000000007
108,2,10975.689
108,3,1745.396
108,4,1091.6199999999999
108,5,3655.2190000000001
108,6,14010.762000000001
108,7,1736.9059999999999
108,8,5522.2799999999997
108,9,994.28700000000003
108,11,37748.951000000001
109,0,10645.014999999999
109,1,1076.2550000000001
109,2,5879.3360000000002
109,3,8698.1949999999997
109,4,3987.9070000000002
